genepair	stat	globalCor	pval	nperm	globalCorMin	globalCorMax	fdr	sigCluster	startCor	branchpointCor	endCor
Bub3_Xpo1	0.176013568107167	-0.00885535065025932	0.000828125	64000	-0.108248750561421	0.0888365582742111	0.138993252840909	1	-0.213356580278177	-0.197276078501308	0.189824064834423
Dennd5b_Rad21	0.173998156103433	-0.0256101779904455	0.000875	64000	-0.125573568547824	0.0700259835165631	0.144668843283582	2	0.140003370429662	0.0541316456989887	-0.228983551215312
Mfge8_Tsc22d1	0.175131240976297	0.0543540677295891	0.000870967741935484	62000	-0.0447794263413421	0.152034845404614	0.144668843283582	1	0.0371353379694395	-0.184516720209663	0.399522169586338
Apom_H2afz	0.176352511217446	0.156773930684473	0.000939393939393939	66000	0.0577485687510137	0.254114586848658	0.148018318965517	1	-0.034229121070173	-0.0859977808261422	0.363115821649657
Cbx5_Zfp638	0.173691504928211	-0.0705320136500922	0.000952380952380952	63000	-0.170287090824988	0.0231584761284172	0.148018318965517	2	-0.0776990959164856	0.219235497760716	-0.238256336483499
Cdt1_Lpp	0.173508243738375	-0.0044655745791946	0.00096875	64000	-0.102807336447492	0.0934319974302716	0.148018318965517	9	-0.404642355746848	-0.0057311072033063	-0.11187357724215
Gpi1_Spc25	0.172739000123265	-0.148703951522879	0.000938461538461539	65000	-0.247192186498961	-0.0494049022022559	0.148018318965517	2	0.0154525553124255	-0.046403834844969	-0.446217384358557
Ivns1abp_Onecut2	0.173727865051901	0.0460920303434326	0.00096875	64000	-0.050217483411788	0.145423589979897	0.148018318965517	8	0.332484681909327	0.00538100556878316	-0.0490031131818119
Kif22_Tex30	0.173058307091453	0.0138622926628104	0.0009375	64000	-0.083221991391127	0.11124517690029	0.148018318965517	3	-0.220868605387035	-0.0436162997604379	0.353626546891657
Prom1_Reep6	0.174681249131477	0.234583131174531	0.00096875	64000	0.135789758614439	0.3319066487483	0.148018318965517	7	0.22925023465734	0.069251257697215	0.573611816796906
Rogdi_Sec61a1	0.173512026765835	0.0302024367895215	0.000936507936507936	63000	-0.0667219459826967	0.127294848422419	0.148018318965517	2	0.230160311583684	0.168171875814089	-0.38998452286681
Spc24_Tsc22d1	0.172948348731009	0.0159261676592325	0.000953125	64000	-0.083221991391127	0.11124517690029	0.148018318965517	4	-0.219637385937502	0.11109144244131	0.0585549171432364
